trial,truth,prediction,prob_left,prob_right,score
1,right,right,0.06898614625014965,0.9310138537498504,1
2,left,left,0.9727479735669435,0.02725202643305641,2
3,left,left,0.9226336153776037,0.07736638462239634,3
4,right,right,0.005399617107261667,0.9946003828927383,4
5,right,right,0.1719138523285505,0.8280861476714495,5
