trial,truth,prediction,prob_left,prob_right,score
1,right,right,0.06898614625016897,0.931013853749831,1
2,left,left,0.9226336153777089,0.0773663846222911,2
3,right,right,0.005399617107247789,0.9946003828927522,3
4,right,right,0.17191385232876444,0.8280861476712356,4
